text,labels,affiliate,encoded_column
pelukan keluarga ganjar kebersamaan ,2,ganjar,"['pelukan', 'keluarga', 'ganja', '##r', 'kebersamaan']"
ng r r nakula koteka lanjutkan perjuanganmu ganjar jawa padamu ,1,ganjar,"['ng', 'r', 'r', 'nak', '##ula', 'kot', '##eka', 'lanjutkan', 'perjuangan', '##mu', 'ganja', '##r', 'jawa', 'padamu']"
bozz bai klah tenggelam produk jokowi ganjar prabowo pilpres orang menang ,2,ganjar,"['bo', '##zz', 'bai', 'kla', '##h', 'tenggelam', 'produk', 'jokowi', 'ganja', '##r', 'prabowo', 'pilpres', 'orang', 'menang']"
mantap ganjar ganjar dilawan awokawok ,2,ganjar,"['mantap', 'ganja', '##r', 'ganja', '##r', 'dil', '##awan', 'aw', '##oka', '##wo', '##k']"
salut ganjar impact rakyat covid membahas bahas beliau tutupi jasa rapi ,2,ganjar,"['salut', 'ganja', '##r', 'imp', '##act', 'rakyat', 'co', '##vid', 'membahas', 'bahas', 'beliau', 'tutup', '##i', 'jasa', 'rapi']"
mahfud md fondasi hukum kuat mendukung kebijakan kebijakan positif ganjar pranowo ganjar pranowo presiden wi ya wg nq ,2,ganjar,"['mahfud', 'md', 'fondasi', 'hukum', 'kuat', 'mendukung', 'kebijakan', 'kebijakan', 'positif', 'ganja', '##r', 'pran', '##owo', 'ganja', '##r', 'pran', '##owo', 'presiden', 'wi', 'ya', 'w', '##g', 'n', '##q']"
ganjar hebat ragukan pemimpin indonesia ,2,ganjar,"['ganja', '##r', 'hebat', 'ragu', '##kan', 'pemimpin', 'indonesia']"
ng r r ganjar anis prabowo egp kalo krja ya makan kalo allah kehendaki umaro wajib taat perintah rosul ku ,2,ganjar,"['ng', 'r', 'r', 'ganja', '##r', 'anis', 'prabowo', 'eg', '##p', 'kalo', 'kr', '##ja', 'ya', 'makan', 'kalo', 'allah', 'kehendaki', 'umar', '##o', 'wajib', 'taat', 'perintah', 'rosul', 'ku']"
iya tim beliau ya tim jokowi beda pemerintahannya ya pilih anies nanggung berubah tipis ya ganjar ,0,ganjar,"['iya', 'tim', 'beliau', 'ya', 'tim', 'jokowi', 'beda', 'pemerintahannya', 'ya', 'pilih', 'anies', 'nang', '##gung', 'berubah', 'tipis', 'ya', 'ganja', '##r']"
yuk yuk menang orang waras orang pintar pilihnya ganjar mahfud ,2,ganjar,"['yuk', 'yuk', 'menang', 'orang', 'waras', 'orang', 'pintar', 'pilih', '##nya', 'ganja', '##r', 'mahfud']"
ganjar mahfud merealisasikan komitmen masyarakat ,1,ganjar,"['ganja', '##r', 'mahfud', 'merealisasikan', 'komitmen', 'masyarakat']"
debat semalam ganjar mahfud indonesia jawabannya ,1,ganjar,"['debat', 'semalam', 'ganja', '##r', 'mahfud', 'indonesia', 'jawabannya']"
salah prestasi kinerja ganjar diragukan ,0,ganjar,"['salah', 'prestasi', 'kinerja', 'ganja', '##r', 'diragukan']"
ganjar terbaik ,2,ganjar,"['ganja', '##r', 'terbaik']"
salah pilih nih dukung ganjar beliau setulus ,0,ganjar,"['salah', 'pilih', 'nih', 'dukung', 'ganja', '##r', 'beliau', 'setu', '##lus']"
hasil survey berbanding lurus hasil pilpres lihat pilpres ganjar mahfud menang minimal salam jarii ,2,ganjar,"['hasil', 'survey', 'berbanding', 'lurus', 'hasil', 'pilpres', 'lihat', 'pilpres', 'ganja', '##r', 'mahfud', 'menang', 'minimal', 'salam', 'jari', '##i']"
kalo anak dewasa ganjar ambekan amp baperan ,2,ganjar,"['kalo', 'anak', 'dewasa', 'ganja', '##r', 'ambe', '##kan', 'amp', 'baper', '##an']"
black alam ganjar aitu usia sikap omongnya mempesona ,2,ganjar,"['black', 'alam', 'ganja', '##r', 'ai', '##tu', 'usia', 'sikap', 'omong', '##nya', 'mempesona']"
keberanian ganjar mahfud menindak koruptor langkah membangun negara transparan adil berharap langkah efek jera harapan rakyat davis stef status wed dec kumpul markas tpn ganjar mahfud bahas strategi polling publik debat capres gan nsemuakerja nsemuamurah ganjar sikat korupsi ganjar mahfud ganjar pranowo gerak cepat mahfud md indonesia unggul indonesia t ,2,ganjar,"['keberanian', 'ganja', '##r', 'mahfud', 'menindak', 'koruptor', 'langkah', 'membangun', 'negara', 'transparan', 'adil', 'berharap', 'langkah', 'efek', 'jer', '##a', 'harapan', 'rakyat', 'davis', 'stef', 'status', 'wed', 'dec', 'kumpul', 'markas', 'tp', '##n', 'ganja', '##r', 'mahfud', 'bahas', 'strategi', 'polling', 'publik', 'debat', 'capres', 'gan', 'ns', '##emua', '##kerja', 'ns', '##emua', '##murah', 'ganja', '##r', 'sikat', 'korupsi', 'ganja', '##r', 'mahfud', 'ganja', '##r', 'pran', '##owo', 'gerak', 'cepat', 'mahfud', 'md', 'indonesia', 'unggul', 'indonesia', 't']"
gasspoll dukung ganjar mahfud indonesia maju kawal nang ,2,ganjar,"['gas', '##sp', '##oll', 'dukung', 'ganja', '##r', 'mahfud', 'indonesia', 'maju', 'kaw', '##al', 'nang']"
support mas alam bu atiqoh semangat ganjar kemenangan ,2,ganjar,"['support', 'mas', 'alam', 'bu', 'ati', '##qoh', 'semangat', 'ganja', '##r', 'kemenangan']"
ganjar integritas kredibilitasnya pengetahuan mendalam isu krusial dihadapi bangsa ,1,ganjar,"['ganja', '##r', 'integritas', 'kredibilitas', '##nya', 'pengetahuan', 'mendalam', 'isu', 'krusial', 'dihadapi', 'bangsa']"
kalo jaminan pernyataan menggelar nya gue puter arah pendukung ganjar amin kalo ya ucapan congor basi pelanggaran ham ,0,ganjar,"['kalo', 'jaminan', 'pernyataan', 'menggelar', 'nya', 'gue', 'puter', 'arah', 'pendukung', 'ganja', '##r', 'amin', 'kalo', 'ya', 'ucapan', 'cong', '##or', 'basi', 'pelanggaran', 'ham']"
mendukung langkah ganjar mahfud menegakkan hukum keadilan koruptor peduli jabatannya blackinshadow status wed dec mantap pokoknya ganjar mahfud top ,2,ganjar,"['mendukung', 'langkah', 'ganja', '##r', 'mahfud', 'menegakkan', 'hukum', 'keadilan', 'koruptor', 'peduli', 'jabatannya', 'black', '##ins', '##had', '##ow', 'status', 'wed', 'dec', 'mantap', 'pokoknya', 'ganja', '##r', 'mahfud', 'top']"
keren ganjar pemimpin tulus sabar arogan ,2,ganjar,"['keren', 'ganja', '##r', 'pemimpin', 'tulus', 'sabar', 'ar', '##ogan']"
ganjar ,1,ganjar,"['ganja', '##r']"
aneh jokowi pdip anaknya penantang ganjar orang pdip pilih prabowo no more prabowonomore aniesforever ,0,ganjar,"['aneh', 'jokowi', 'pdip', 'anaknya', 'pena', '##nt', '##ang', 'ganja', '##r', 'orang', 'pdip', 'pilih', 'prabowo', 'no', 'more', 'prabowo', '##nomor', '##e', 'anies', '##for', '##ever']"
ganjar mahfud penegakan hukum pandang bulu berkomitmen membawa perubahan nyata upaya memberantas korupsi awansbiru status wed dec banget setuju kemarin menonton ganjar salut banget terbawa suasana panas santai sat set ,2,ganjar,"['ganja', '##r', 'mahfud', 'penegakan', 'hukum', 'pandang', 'bulu', 'berkomitmen', 'membawa', 'perubahan', 'nyata', 'upaya', 'memberantas', 'korupsi', 'awan', '##sb', '##iru', 'status', 'wed', 'dec', 'banget', 'setuju', 'kemarin', 'menonton', 'ganja', '##r', 'salut', 'banget', 'terbawa', 'suasana', 'panas', 'santai', 'sat', 'set']"
ganjar cerdas sih heran mendukung nya ,2,ganjar,"['ganja', '##r', 'cerdas', 'sih', 'heran', 'mendukung', 'nya']"
ganjar santai jawabnnya penyampaian visi misi ,2,ganjar,"['ganja', '##r', 'santai', 'jawab', '##nnya', 'penyampaian', 'visi', 'misi']"
bingung logika sederhananya terima pildun batal pdip berkuasa pilih ganjar mahfud terima putusan kemarin menganggap ham penculikan pilih prabowo gibran ,0,ganjar,"['bingung', 'logika', 'sederhananya', 'terima', 'pil', '##du', '##n', 'batal', 'pdip', 'berkuasa', 'pilih', 'ganja', '##r', 'mahfud', 'terima', 'putusan', 'kemarin', 'menganggap', 'ham', 'penculikan', 'pilih', 'prabowo', 'gib', '##ran']"
banget ganjar mengontrol emosi debat kemarin ,0,ganjar,"['banget', 'ganja', '##r', 'mengontrol', 'emosi', 'debat', 'kemarin']"
butuh pemimpin ganjar kerjanya sat bicara ,1,ganjar,"['butuh', 'pemimpin', 'ganja', '##r', 'kerjanya', 'sat', 'bicara']"
gantungan ancol mengerti apasih ganjar clear arah kebijakan program kerja mending lu urus pepo deh ,2,ganjar,"['gantungan', 'ancol', 'mengerti', 'apa', '##sih', 'ganja', '##r', 'clear', 'arah', 'kebijakan', 'program', 'kerja', 'mending', 'lu', 'urus', 'pep', '##o', 'deh']"
ketegasan ganjar mahfud menuntaskan korupsi contoh pejabat langkah tatanan bersih adil noelganz status wed dec terima kasih ganjar pranowo dedikasinya menghilangkan pungli semoga semangatmu menular pemimpin ganjar pranowo presiden dlx n ,2,ganjar,"['keteg', '##asan', 'ganja', '##r', 'mahfud', 'menuntaskan', 'korupsi', 'contoh', 'pejabat', 'langkah', 'tatanan', 'bersih', 'adil', 'no', '##el', '##gan', '##z', 'status', 'wed', 'dec', 'terima', 'kasih', 'ganja', '##r', 'pran', '##owo', 'dedikasi', '##nya', 'menghilangkan', 'pungli', 'semoga', 'semangat', '##mu', 'menular', 'pemimpin', 'ganja', '##r', 'pran', '##owo', 'presiden', 'dl', '##x', 'n']"
ganjar hebat pemikirannya cerdas cocok pemimpinn ,2,ganjar,"['ganja', '##r', 'hebat', 'pemikirannya', 'cerdas', 'cocok', 'pemimpin', '##n']"
gila ganjar smalem teriak emosi cerdas banget gagasannya ,2,ganjar,"['gila', 'ganja', '##r', 'sma', '##lem', 'teriak', 'emosi', 'cerdas', 'banget', 'gagasan', '##nya']"
capres nomor urut ganjar pranowo hasil blusukan kampanye cawapres mahfud md titik sabang merauke beliau memperbaiki fasilitas publik kesehatan pendidikan sahabat ganjar kb r vp ,0,ganjar,"['capres', 'nomor', 'urut', 'ganja', '##r', 'pran', '##owo', 'hasil', 'blus', '##ukan', 'kampanye', 'cawapres', 'mahfud', 'md', 'titik', 'sabang', 'merauke', 'beliau', 'memperbaiki', 'fasilitas', 'publik', 'kesehatan', 'pendidikan', 'sahabat', 'ganja', '##r', 'kb', 'r', 'v', '##p']"
debat ganjar ,1,ganjar,"['debat', 'ganja', '##r']"
keluarga sederhana cinta dukung keluarga ganjar ,2,ganjar,"['keluarga', 'sederhana', 'cinta', 'dukung', 'keluarga', 'ganja', '##r']"
dukungan sepenuhnya upaya ganjar mahfud menindak koruptor konsekuensi keadilan tercapai setiankrijaya wed dec cuman menjilat ludah nelen dahaq nya deh plus jilatin jigongnya wowo muncrat ngamuk selepet ganjar anis sakit banget sih lobang pantat sakitnya tatkala lihat jagoannyq babak belur keok debat ,1,ganjar,"['dukungan', 'sepenuhnya', 'upaya', 'ganja', '##r', 'mahfud', 'menindak', 'koruptor', 'konsekuensi', 'keadilan', 'tercapai', 'setia', '##nk', '##ri', '##jaya', 'wed', 'dec', 'cuman', 'menjilat', 'ludah', 'nel', '##en', 'dah', '##aq', 'nya', 'deh', 'plus', 'jilat', '##in', 'jig', '##ong', '##nya', 'wow', '##o', 'muncrat', 'nga', '##mu', '##k', 'sel', '##epet', 'ganja', '##r', 'anis', 'sakit', 'banget', 'sih', 'lobang', 'pantat', 'sakitnya', 'tatkala', 'lihat', 'jagoan', '##ny', '##q', 'babak', 'bel', '##ur', 'ke', '##ok', 'debat']"
ganjar mahfud memiliki komitmen kuat memberantas korupsi langkah keadilan masyarakat korban nkrijayasetia wed dec terkesan taktis cepat tanggap real ganjar terkesan menghayal kenyataan ya jateng selesaikan wakil gubernur mengundurkan gub plesiran mengurus daerahnya sesuai ,2,ganjar,"['ganja', '##r', 'mahfud', 'memiliki', 'komitmen', 'kuat', 'memberantas', 'korupsi', 'langkah', 'keadilan', 'masyarakat', 'korban', 'nkri', '##jaya', '##set', '##ia', 'wed', 'dec', 'terkesan', 'tak', '##tis', 'cepat', 'tanggap', 'real', 'ganja', '##r', 'terkesan', 'mengh', '##ayal', 'kenyataan', 'ya', 'jateng', 'selesaikan', 'wakil', 'gubernur', 'mengundurkan', 'gub', 'ple', '##sir', '##an', 'mengurus', 'daerahnya', 'sesuai']"
support sistem nya mas alam bu atiqoh ganjar ,2,ganjar,"['support', 'sistem', 'nya', 'mas', 'alam', 'bu', 'ati', '##qoh', 'ganja', '##r']"
biasalah kadrun otaknya kebalik akalnyq waras dibalik prabowo segudang borok dittpin serapi ganjar seabrek prestasi dimanipulasi biarkan kebenaran mencari jlnnya ,2,ganjar,"['biasa', '##lah', 'kad', '##run', 'otaknya', 'kebal', '##ik', 'akal', '##ny', '##q', 'waras', 'dibalik', 'prabowo', 'segudang', 'bor', '##ok', 'dit', '##tp', '##in', 'serap', '##i', 'ganja', '##r', 'sea', '##bre', '##k', 'prestasi', 'diman', '##ipulasi', 'biarkan', 'kebenaran', 'mencari', 'jln', '##nya']"
warga bogor jabar gotong royong memasang baliho gama ganjar pranowo fahfud md dukung gama presiden wakil presiden pokokeganjar relawangama bogor dicintairakyat ganjarsijiganjarkabeh suararakyat merakyat t mhrpl tf ,2,ganjar,"['warga', 'bogor', 'jabar', 'gotong', 'royong', 'memasang', 'bali', '##ho', 'gama', 'ganja', '##r', 'pran', '##owo', 'fah', '##fu', '##d', 'md', 'dukung', 'gama', 'presiden', 'wakil', 'presiden', 'pokok', '##egan', '##jar', 'relawan', '##gam', '##a', 'bogor', 'dicintai', '##rak', '##yat', 'ganja', '##rs', '##iji', '##gan', '##jar', '##kab', '##eh', 'suara', '##rak', '##yat', 'merak', '##yat', 't', 'mh', '##rp', '##l', 'tf']"
bu atikoh mas alam nemenin ganjar ,1,ganjar,"['bu', 'ati', '##ko', '##h', 'mas', 'alam', 'nem', '##enin', 'ganja', '##r']"
bikin iri jomblo nih ganjar keluarga harmonis penuh cinta ,2,ganjar,"['bikin', 'iri', 'jomblo', 'nih', 'ganja', '##r', 'keluarga', 'harmonis', 'penuh', 'cinta']"
mas alam dukung bapaknya wajar semangat ganjar mahfud semoga menang pemimpinnya ditahun ,2,ganjar,"['mas', 'alam', 'dukung', 'bapaknya', 'wajar', 'semangat', 'ganja', '##r', 'mahfud', 'semoga', 'menang', 'pemimpinnya', 'ditahun']"
keluarga ganjar manis banget support suka lihatnya ,2,ganjar,"['keluarga', 'ganja', '##r', 'manis', 'banget', 'support', 'suka', 'lihat', '##nya']"
gestur tubuhnya lho alam ganjar enak alam ya umurnya gibran tua dewasa dala bersikap daa ,2,ganjar,"['ges', '##tur', 'tubuhnya', 'lho', 'alam', 'ganja', '##r', 'enak', 'alam', 'ya', 'umurnya', 'gib', '##ran', 'tua', 'dewasa', 'dal', '##a', 'bersikap', 'da', '##a']"
deh intinya ganjar oke andalkan indonesia sejahtera ,2,ganjar,"['deh', 'intinya', 'ganja', '##r', 'oke', 'andal', '##kan', 'indonesia', 'sejahtera']"
ganjar ,1,ganjar,"['ganja', '##r']"
keluarga ganjar pranowo contoh lainya keluarga cemara ,1,ganjar,"['keluarga', 'ganja', '##r', 'pran', '##owo', 'contoh', 'lainya', 'keluarga', 'cemara']"
ganjar mahfud inspirasi orang berkontribusi bangsa ganjar pranowo presiden zsu t zn ,1,ganjar,"['ganja', '##r', 'mahfud', 'inspirasi', 'orang', 'berkontribusi', 'bangsa', 'ganja', '##r', 'pran', '##owo', 'presiden', 'z', '##su', 't', 'z', '##n']"
ganjar mahfud cerah ganjar pranowo presiden iw qz ,2,ganjar,"['ganja', '##r', 'mahfud', 'cerah', 'ganja', '##r', 'pran', '##owo', 'presiden', 'iw', 'q', '##z']"
masyarakat jakarta percaya ganjar mahfud membawa perubahan positif ganjar pranowo presiden ppd f ,2,ganjar,"['masyarakat', 'jakarta', 'percaya', 'ganja', '##r', 'mahfud', 'membawa', 'perubahan', 'positif', 'ganja', '##r', 'pran', '##owo', 'presiden', 'pp', '##d', 'f']"
ganjar mahfud meraih kemenangan ganjar pranowo presiden gm sf dar ,2,ganjar,"['ganja', '##r', 'mahfud', 'meraih', 'kemenangan', 'ganja', '##r', 'pran', '##owo', 'presiden', 'gm', 'sf', 'dar']"
keren nih ganjar keluarga mensupport perjuangan ganjar ,2,ganjar,"['keren', 'nih', 'ganja', '##r', 'keluarga', 'mens', '##upport', 'perjuangan', 'ganja', '##r']"
keluarga ganjar support sistemnya semangat ganjar kemenangan ,2,ganjar,"['keluarga', 'ganja', '##r', 'support', 'sistemnya', 'semangat', 'ganja', '##r', 'kemenangan']"
menemukan kekayaan cinta dukungan batas terharu keharmonisan keluarga ganjar semoga terjaga ya ,2,ganjar,"['menemukan', 'kekayaan', 'cinta', 'dukungan', 'batas', 'terharu', 'keharmonisan', 'keluarga', 'ganja', '##r', 'semoga', 'terjaga', 'ya']"
keberhasilan jkw menerapkan lockdown trnyt misah tersembunyi sehat jkw ganjar ,2,ganjar,"['keberhasilan', 'jk', '##w', 'menerapkan', 'lock', '##down', 'tr', '##ny', '##t', 'misa', '##h', 'tersembunyi', 'sehat', 'jk', '##w', 'ganja', '##r']"
hoax info survei bohong pendukung ganjar termakan hasil survei ,2,ganjar,"['hoax', 'info', 'survei', 'bohong', 'pendukung', 'ganja', '##r', 'term', '##akan', 'hasil', 'survei']"
terima kasih ganjar pranowo suara sopir truk pemimpin mendengarkan pemimpin dicintai rakyat ganjar pranowo presiden nia ,2,ganjar,"['terima', 'kasih', 'ganja', '##r', 'pran', '##owo', 'suara', 'sopir', 'truk', 'pemimpin', 'mendengarkan', 'pemimpin', 'dicintai', 'rakyat', 'ganja', '##r', 'pran', '##owo', 'presiden', 'nia']"
saudara dikampung kena intimidasi ya merasakan kerja nyata ganjar mantap mempan intimidasi anjlok survei litbang kompas tpd jateng kandang banteng menang tebal ,2,ganjar,"['saudara', 'dika', '##mp', '##ung', 'kena', 'intim', '##idasi', 'ya', 'merasakan', 'kerja', 'nyata', 'ganja', '##r', 'mantap', 'memp', '##an', 'intim', '##idasi', 'anjlok', 'survei', 'lit', '##bang', 'kompas', 'tp', '##d', 'jateng', 'kandang', 'banteng', 'menang', 'tebal']"
bismillahirrahmanirrahim pilih ganjar pranowo presiden ri ,1,ganjar,"['bismillah', '##ir', '##rahman', '##ir', '##rahim', 'pilih', 'ganja', '##r', 'pran', '##owo', 'presiden', 'ri']"
ganjar pemimpin sahabat masyarakat terima kasih dedikasinya ,1,ganjar,"['ganja', '##r', 'pemimpin', 'sahabat', 'masyarakat', 'terima', 'kasih', 'dedikasi', '##nya']"
tpn ganjar mahfud hasil debat capres perdana prabowo jokowi pemilu ,1,ganjar,"['tp', '##n', 'ganja', '##r', 'mahfud', 'hasil', 'debat', 'capres', 'perdana', 'prabowo', 'jokowi', 'pemilu']"
mantap ganjar rakyat butuh pemimpin kerja sat set sasaran ,2,ganjar,"['mantap', 'ganja', '##r', 'rakyat', 'butuh', 'pemimpin', 'kerja', 'sat', 'set', 'sasaran']"
dotcom semangat ganjar gasspoll dukung ganjar mahfud indonesia maju kawal nang ,2,ganjar,"['dot', '##com', 'semangat', 'ganja', '##r', 'gas', '##sp', '##oll', 'dukung', 'ganja', '##r', 'mahfud', 'indonesia', 'maju', 'kaw', '##al', 'nang']"
maksud modal lenih dibanding caores p prabowo harta trilyun pengusaha capres ganjar milyar anis milyar data lhkpn biaya pilpres he ,0,ganjar,"['maksud', 'modal', 'len', '##ih', 'dibanding', 'ca', '##ores', 'p', 'prabowo', 'harta', 'trilyun', 'pengusaha', 'capres', 'ganja', '##r', 'milyar', 'anis', 'milyar', 'data', 'lh', '##kp', '##n', 'biaya', 'pilpres', 'he']"
keluarga pilar utama ganjar perjalanan politiknya ,1,ganjar,"['keluarga', 'pilar', 'utama', 'ganja', '##r', 'perjalanan', 'politiknya']"
keep spirit ganjar dukungan keluarga perjuangan ,2,ganjar,"['keep', 'spirit', 'ganja', '##r', 'dukungan', 'keluarga', 'perjuangan']"
keluarga menginspirasi semangat ganjar sekeluarga ,2,ganjar,"['keluarga', 'menginspirasi', 'semangat', 'ganja', '##r', 'sekeluarga']"
keluarga ganjar contoh support sistemnya bagus ,2,ganjar,"['keluarga', 'ganja', '##r', 'contoh', 'support', 'sistemnya', 'bagus']"
keren ganjar kemarin kalem cerdas ,2,ganjar,"['keren', 'ganja', '##r', 'kemarin', 'kalem', 'cerdas']"
semoga keluarga ganjar semoga bahagia ,2,ganjar,"['semoga', 'keluarga', 'ganja', '##r', 'semoga', 'bahagia']"
malu sih ganjar kesalahan ,0,ganjar,"['malu', 'sih', 'ganja', '##r', 'kesalahan']"
program jokowi sesuai uu ganjar mahfud meneruskan memperbaikinya program makan siang gratis program jokowi lu bilang lanjutkan progaram jokowi tahi ,2,ganjar,"['program', 'jokowi', 'sesuai', 'uu', 'ganja', '##r', 'mahfud', 'meneruskan', 'memperbaikinya', 'program', 'makan', 'siang', 'gratis', 'program', 'jokowi', 'lu', 'bilang', 'lanjutkan', 'prog', '##aram', 'jokowi', 'tahi']"
kehangatan keluarga ganjar kekuatan ekstra perjalanan politiknya ,2,ganjar,"['kehangatan', 'keluarga', 'ganja', '##r', 'kekuatan', 'ekstra', 'perjalanan', 'politiknya']"
wkwkwkwkkwkw data internal wkwkwkkw ,1,ganjar,"['wkwkwk', '##w', '##kk', '##w', '##kw', 'data', 'internal', 'wkwkwk', '##kw']"
izin koreksi ketua diskusikan partai pengusung dipimpin bu mega ganjar memutuskan ,0,ganjar,"['izin', 'koreksi', 'ketua', 'diskusikan', 'partai', 'pengus', '##ung', 'dipimpin', 'bu', 'mega', 'ganja', '##r', 'memutuskan']"
ganjar ,1,ganjar,"['ganja', '##r']"
calon presiden nomor urut mempermudah masuknya investasi menciptakan lapangan pekerjaan indonesia ganjar investasi lapangan pekerjaan hadir b cp ryim ,0,ganjar,"['calon', 'presiden', 'nomor', 'urut', 'mempermudah', 'masuknya', 'investasi', 'menciptakan', 'lapangan', 'pekerjaan', 'indonesia', 'ganja', '##r', 'investasi', 'lapangan', 'pekerjaan', 'hadir', 'b', 'cp', 'ry', '##im']"
orang saran saran bermanfaat meninggalkan orang orang memilih orang orang serakah tunggulah kehancurannya bismillahirrahmanirrahim dukung ganjar mahfud nang amin ,2,ganjar,"['orang', 'saran', 'saran', 'bermanfaat', 'meninggalkan', 'orang', 'orang', 'memilih', 'orang', 'orang', 'ser', '##akah', 'tunggu', '##lah', 'kehancuran', '##nya', 'bismillah', '##ir', '##rahman', '##ir', '##rahim', 'dukung', 'ganja', '##r', 'mahfud', 'nang', 'amin']"
perbuatan pasangan capres ganjar mahfud set set tes ,2,ganjar,"['perbuatan', 'pasangan', 'capres', 'ganja', '##r', 'mahfud', 'set', 'set', 'tes']"
prabowo prabowo insan santuy gemoy menyerang ganjar masyarakat tau kebenaran kejadian wadas ,2,ganjar,"['prabowo', 'prabowo', 'insan', 'sant', '##uy', 'gem', '##oy', 'menyerang', 'ganja', '##r', 'masyarakat', 'tau', 'kebenaran', 'kejadian', 'wad', '##as']"
survei membuktikan integritas ganjar teruji layak ,2,ganjar,"['survei', 'membuktikan', 'integritas', 'ganja', '##r', 'teruji', 'layak']"
keraguan sedikitpun capres ganjar pranowo ,1,ganjar,"['keraguan', 'sedikitpun', 'capres', 'ganja', '##r', 'pran', '##owo']"
malu ya ketahuan ganjar pupuk langka ,2,ganjar,"['malu', 'ya', 'ketahuan', 'ganja', '##r', 'pupuk', 'langka']"
debat banget ganjar nguasainnya kemarin ,1,ganjar,"['debat', 'banget', 'ganja', '##r', 'ng', '##uasai', '##nnya', 'kemarin']"
mendukung ganjar ganjar layak pemimpin negeri tulus rakyat ,2,ganjar,"['mendukung', 'ganja', '##r', 'ganja', '##r', 'layak', 'pemimpin', 'negeri', 'tulus', 'rakyat']"
salah sih kalo bilang ganjar nya capres melanjutkan program kinerja jkw rekam jejaknya mmng ,0,ganjar,"['salah', 'sih', 'kalo', 'bilang', 'ganja', '##r', 'nya', 'capres', 'melanjutkan', 'program', 'kinerja', 'jk', '##w', 'rekam', 'jejak', '##nya', 'mm', '##ng']"
sok oke ya alam ganjar ,0,ganjar,"['sok', 'oke', 'ya', 'alam', 'ganja', '##r']"
gasspoll ganjar dukungan keluarga ,2,ganjar,"['gas', '##sp', '##oll', 'ganja', '##r', 'dukungan', 'keluarga']"
pokoknya suka banget lihat keluarga ganjar damai bahgia penuh kasih sayang mendukung penuh sehat nggih ,2,ganjar,"['pokoknya', 'suka', 'banget', 'lihat', 'keluarga', 'ganja', '##r', 'damai', 'bah', '##gia', 'penuh', 'kasih', 'sayang', 'mendukung', 'penuh', 'sehat', 'ngg', '##ih']"
sikap ganjar sederhana gampang ditrima masyarakat ,2,ganjar,"['sikap', 'ganja', '##r', 'sederhana', 'gampang', 'dit', '##rim', '##a', 'masyarakat']"
dukung ganjar menyuarakan memperjuangkan suara hati rakyat ,2,ganjar,"['dukung', 'ganja', '##r', 'menyuarakan', 'memperjuangkan', 'suara', 'hati', 'rakyat']"
keberanian amp ketegasan ganjar mahfud berkomitmen berantas korupsi ,1,ganjar,"['keberanian', 'amp', 'keteg', '##asan', 'ganja', '##r', 'mahfud', 'berkomitmen', 'berant', '##as', 'korupsi']"
kampanye debat anies jambi ganjar jabodetabek eue usi kalo ,1,ganjar,"['kampanye', 'debat', 'anies', 'jambi', 'ganja', '##r', 'jabodetabek', 'e', '##ue', 'usi', 'kalo']"
bukti jokowi mendengarkan ganjar ,1,ganjar,"['bukti', 'jokowi', 'mendengarkan', 'ganja', '##r']"
jkw amp ganjar orang pemimpin mementingkan kepentingan rakyat nya sehat jkw amp ganjar ,2,ganjar,"['jk', '##w', 'amp', 'ganja', '##r', 'orang', 'pemimpin', 'mementingkan', 'kepentingan', 'rakyat', 'nya', 'sehat', 'jk', '##w', 'amp', 'ganja', '##r']"
capres ganjar gagasan nya ,1,ganjar,"['capres', 'ganja', '##r', 'gagasan', 'nya']"
biarkan ya ganjar mendukungmu survei semoga ganjar pemenang ,2,ganjar,"['biarkan', 'ya', 'ganja', '##r', 'mendukung', '##mu', 'survei', 'semoga', 'ganja', '##r', 'pemenang']"
hahaha kalo pelaku kagak menyambung jawabannya ganjar ,2,ganjar,"['hahaha', 'kalo', 'pelaku', 'kagak', 'menyambung', 'jawabannya', 'ganja', '##r']"
prabowo karakter mnempel kuat masyarakat sih alasan wapresny busuk pmilihny anies iya kampanye rasisnya ganjar ya ,0,ganjar,"['prabowo', 'karakter', 'mn', '##empel', 'kuat', 'masyarakat', 'sih', 'alasan', 'wapres', '##ny', 'busuk', 'pmi', '##li', '##hn', '##y', 'anies', 'iya', 'kampanye', 'rasi', '##sn', '##ya', 'ganja', '##r', 'ya']"
gagasan ganjar aemoga terealisasikan progam nya semangat kemenangan ,2,ganjar,"['gagasan', 'ganja', '##r', 'ae', '##mo', '##ga', 'terealisasi', '##kan', 'prog', '##am', 'nya', 'semangat', 'kemenangan']"
terbaik nomor urut all ganjar mahfud ,2,ganjar,"['terbaik', 'nomor', 'urut', 'all', 'ganja', '##r', 'mahfud']"
barakallah ganjar tulus melayani bidang beliau tekuni keren pemimpin menginspirasi masyarakat ,2,ganjar,"['barak', '##allah', 'ganja', '##r', 'tulus', 'melayani', 'bidang', 'beliau', 'tekun', '##i', 'keren', 'pemimpin', 'menginspirasi', 'masyarakat']"
ganjar sanggup ,1,ganjar,"['ganja', '##r', 'sanggup']"
ganjar ,1,ganjar,"['ganja', '##r']"
dukung kawal ganjar memimpin ri indonesia emas ,2,ganjar,"['dukung', 'kaw', '##al', 'ganja', '##r', 'memimpin', 'ri', 'indonesia', 'emas']"
komitmen ganjar indonesia sejahtera merata ,2,ganjar,"['komitmen', 'ganja', '##r', 'indonesia', 'sejahtera', 'merata']"
