full_text,cleaned_text,case_folding,normalisasi,affiliate,stemming,labeling
@Prihati_utami Emang terlihat banget kalau pak Ganjar Paling Tegas,Emang terlihat banget kalau pak Ganjar Paling Tegas,emang terlihat banget kalau pak ganjar paling tegas,banget ganjar ,ganjar,banget ganjar,neutral
Fakta yang tidak bisa di bantah ituu hanya Ganjar Paling Tegas diantara capres lainnya https://t.co/7pPU8lM58l,Fakta yang tidak bisa di bantah ituu hanya Ganjar Paling Tegas diantara capres lainnya,fakta yang tidak bisa di bantah ituu hanya ganjar paling tegas diantara capres lainnya,fakta bantah ganjar capres ,ganjar,fakta bantah ganjar capres,neutral
"@asfan_warah @dr_tompi Basis masa 03 terkuras oleh 02 karena adanya Jokowi , jadi Ganjar intens dan tendensius nyerang Prabowo, kalau Prabowo hancur Ganjar berharap ada limpahan elektoral, sedangkan prabowo nyerang Anies karena basis masanya lari ke Anies, ...ini analisa  psikologi ,",Basis masa terkuras oleh karena adanya Jokowi jadi Ganjar intens dan tendensius nyerang Prabowo kalau Prabowo hancur Ganjar berharap ada limpahan elektoral sedangkan prabowo nyerang Anies karena basis masanya lari ke Anies ini analisa psikologi,basis masa terkuras oleh karena adanya jokowi jadi ganjar intens dan tendensius nyerang prabowo kalau prabowo hancur ganjar berharap ada limpahan elektoral sedangkan prabowo nyerang anies karena basis masanya lari ke anies ini analisa psikologi,basis terkuras jokowi ganjar intens tendensius menyerang prabowo prabowo hancur ganjar berharap limpahan elektoral prabowo menyerang anies basis masanya lari anies analisa psikologi ,ganjar,basis kuras jokowi ganjar intens tendensius serang prabowo prabowo hancur ganjar harap limpah elektoral prabowo serang anies basis masa lari anies analisa psikologi,negative
@susucokla_panas @CNNIndonesia Sebelum ada debat prediksi putaran 2 itu pak anies sma pak prabowo. Tpi setelah acara debat perlahan pak ganjar bisa geser pak prabowo kaya nya.,Sebelum ada debat prediksi putaran itu pak anies sma pak prabowo Tpi setelah acara debat perlahan pak ganjar bisa geser pak prabowo kaya nya,sebelum ada debat prediksi putaran itu pak anies sma pak prabowo tpi setelah acara debat perlahan pak ganjar bisa geser pak prabowo kaya nya,debat prediksi putaran anies prabowo acara debat perlahan ganjar geser prabowo kayak nya ,ganjar,debat prediksi putar anies prabowo acara debat perlahan ganjar geser prabowo kayak nya,neutral
@Dennysiregar7 Ga sia sia untuk selalu memilih pak ganjar sebagai presiden karena pak ganjar sangat mengerti rakyat dan sangat mengetahui strategi yang baik untuk rakyatnya,Ga sia sia untuk selalu memilih pak ganjar sebagai presiden karena pak ganjar sangat mengerti rakyat dan sangat mengetahui strategi yang baik untuk rakyatnya,ga sia sia untuk selalu memilih pak ganjar sebagai presiden karena pak ganjar sangat mengerti rakyat dan sangat mengetahui strategi yang baik untuk rakyatnya,sia sia memilih ganjar presiden ganjar mengerti rakyat strategi rakyatnya ,ganjar,sia sia pilih ganjar presiden ganjar erti rakyat strategi rakyat,neutral
@ganjarpranowo @mohmahfudmd Program yang di usung pak Ganjar Mahfud semua hasil dari mendengarkan suara rakyat,Program yang di usung pak Ganjar Mahfud semua hasil dari mendengarkan suara rakyat,program yang di usung pak ganjar mahfud semua hasil dari mendengarkan suara rakyat,program usung ganjar mahfud hasil mendengarkan suara rakyat ,ganjar,program usung ganjar mahfud hasil dengar suara rakyat,neutral
@gorunbiraz3 @prabowo @gibran_tweet @Gerindra @golkar_id @Official_PAN @PDemokrat @allowedtocry @elephantstar___ @xxxrzkalxxx Teori dan praktek dijalankan begitulah kesiapan dari mas ganjar,Teori dan praktek dijalankan begitulah kesiapan dari mas ganjar,teori dan praktek dijalankan begitulah kesiapan dari mas ganjar,teori praktek dijalankan kesiapan mas ganjar ,ganjar,teori praktek jalan kesiap mas ganjar,positive
Warga Jakarta percaya bahwa Ganjar-Mahfud akan mengubah paradigma ketenagakerjaan menuju keberlanjutan dan inklusivitas. @NariJoo46859  GanjarPranowo Presiden2024 https://t.co/vasvbJq92x,Warga Jakarta percaya bahwa Ganjar Mahfud akan mengubah paradigma ketenagakerjaan menuju keberlanjutan dan inklusivitas Ganjar Pranowo Presiden,warga jakarta percaya bahwa ganjar mahfud akan mengubah paradigma ketenagakerjaan menuju keberlanjutan dan inklusivitas ganjar pranowo presiden,warga jakarta percaya ganjar mahfud mengubah paradigma ketenagakerjaan keberlanjutan inklusivitas ganjar pranowo presiden ,ganjar,warga jakarta percaya ganjar mahfud ubah paradigma ketenagakerjaan lanjut inklusivitas ganjar pranowo presiden,positive
@ekokuntadhi1 Pak ganjar selalu menjadi yang terbaik dalam hal kinerja,Pak ganjar selalu menjadi yang terbaik dalam hal kinerja,pak ganjar selalu menjadi yang terbaik dalam hal kinerja,ganjar terbaik kinerja ,ganjar,ganjar baik kerja,positive
"@kiki_daliyo Prestasi dan kinerja pak ganjar udh gak perlu diragukan lagi dan dari debat semalam pak ganjar luar biasa, semua jawabannya jga ga kalah luar biasa",Prestasi dan kinerja pak ganjar udh gak perlu diragukan lagi dan dari debat semalam pak ganjar luar biasa semua jawabannya jga ga kalah luar biasa,prestasi dan kinerja pak ganjar udh gak perlu diragukan lagi dan dari debat semalam pak ganjar luar biasa semua jawabannya jga ga kalah luar biasa,prestasi kinerja ganjar diragukan debat semalam ganjar jawabannya kalah ,ganjar,prestasi kerja ganjar ragu debat malam ganjar jawab kalah,negative
@ekokuntadhi1 Sehat selalu buat keluarga pak ganjar 🥰,Sehat selalu buat keluarga pak ganjar,sehat selalu buat keluarga pak ganjar,sehat keluarga ganjar ,ganjar,sehat keluarga ganjar,positive
@Prihati_utami Menurutku cuma Pak Ganjar Paling Tegas sih semalem,Menurutku cuma Pak Ganjar Paling Tegas sih semalem,menurutku cuma pak ganjar paling tegas sih semalem,menurutku ganjar sih semalem ,ganjar,turut ganjar sih semalem,neutral
@kumparan Yang pasti pasti aja pak Ganjar mahfud,Yang pasti pasti aja pak Ganjar mahfud,yang pasti pasti aja pak ganjar mahfud,ganjar mahfud ,ganjar,ganjar mahfud,neutral
@Melihat_Indo Pak Ganjar benar-benar menguasai setiap topik dengan keahlian yang luar biasa! Tak ada yang bisa menyaingi kedalaman pengetahuannya.,Pak Ganjar benar benar menguasai setiap topik dengan keahlian yang luar biasa Tak ada yang bisa menyaingi kedalaman pengetahuannya,pak ganjar benar benar menguasai setiap topik dengan keahlian yang luar biasa tak ada yang bisa menyaingi kedalaman pengetahuannya,ganjar menguasai topik keahlian menyaingi kedalaman pengetahuannya ,ganjar,ganjar kuasa topik ahli saing dalam tahu,neutral
"Anies : Menggurui Prabowo : Blunder Ganjar : Realistis  Pilih GANJAR MAHFUD, bersih dan tidak bermasalah. Sat set tas tes. https://t.co/Dxo1bBAQZ6",Anies Menggurui Prabowo Blunder Ganjar Realistis Pilih GANJAR MAHFUD bersih dan tidak bermasalah Sat set tas tes,anies menggurui prabowo blunder ganjar realistis pilih ganjar mahfud bersih dan tidak bermasalah sat set tas tes,anies menggurui prabowo blunder ganjar realistis pilih ganjar mahfud bersih bermasalah sat set tas tes ,ganjar,anies guru prabowo blunder ganjar realistis pilih ganjar mahfud bersih masalah sat set tas tes,positive
@ganjarpranowo Memang pak ganjar paling tegas sih. Komitmen jg jelas,Memang pak ganjar paling tegas sih Komitmen jg jelas,memang pak ganjar paling tegas sih komitmen jg jelas,ganjar sih komitmen ,ganjar,ganjar sih komitmen,neutral
@ekokuntadhi1 Suport sistem terbaik nya pak ganjar,Suport sistem terbaik nya pak ganjar,suport sistem terbaik nya pak ganjar,suport sistem terbaik nya ganjar ,ganjar,suport sistem baik nya ganjar,positive
"@bengkeldodo @AndreasSolusi @Lembayung071 @axdwin @fadlizon @choymarkochoy @dwioktariyadi @BosPurwa @ekowboy2 @99propaganda Debat pertama nilai Anies 8,5 Wowo 5 Ganjar 7,5 Biarka masyarakat yg menilai !",Debat pertama nilai Anies Wowo Ganjar Biarka masyarakat yg menilai,debat pertama nilai anies wowo ganjar biarka masyarakat yg menilai,debat nilai anies wowo ganjar biarka masyarakat menilai ,ganjar,debat nilai anies wowo ganjar biarka masyarakat nilai,positive
@griselruiz88 @KompasTV @prabowo @gibran_tweet @Gerindra @golkar_id @Official_PAN @PDemokrat @ketikanez @EsDungDung2k 02 makin menunjukkan bahwa mereka tidak siap dengan terbata2 menjawab pertanyaan pak ganjar,makin menunjukkan bahwa mereka tidak siap dengan terbata menjawab pertanyaan pak ganjar,makin menunjukkan bahwa mereka tidak siap dengan terbata menjawab pertanyaan pak ganjar,terbata ganjar ,ganjar,bata ganjar,neutral
@Nikmatul_Sg @ganjarpranowo Kekuatan emosional pak Ganjar tentunya keluarga yang full cinta,Kekuatan emosional pak Ganjar tentunya keluarga yang full cinta,kekuatan emosional pak ganjar tentunya keluarga yang full cinta,kekuatan emosional ganjar keluarga full cinta ,ganjar,kuat emosional ganjar keluarga full cinta,positive
@PDI_Perjuangan Mo no.  Ganjar.memang.yes,Mo no Ganjar memang yes,mo no ganjar memang yes,no ganjar yes ,ganjar,no ganjar yes,positive
"@Melihat_Indo Bener-bener tenang dalam menjawab semua pertanyaan, Keren pak ganjar",Bener bener tenang dalam menjawab semua pertanyaan Keren pak ganjar,bener bener tenang dalam menjawab semua pertanyaan keren pak ganjar,tenang keren ganjar ,ganjar,tenang keren ganjar,positive
"@hariankompas Tetap semangat , sehat selalu dan selalu dukung pak Ganjar jadi presiden Indonesia. Gaspol M3nang 1 putaran.",Tetap semangat sehat selalu dan selalu dukung pak Ganjar jadi presiden Indonesia Gaspol M nang putaran,tetap semangat sehat selalu dan selalu dukung pak ganjar jadi presiden indonesia gaspol m nang putaran,semangat sehat dukung ganjar presiden indonesia gaspol nang putaran ,ganjar,semangat sehat dukung ganjar presiden indonesia gaspol nang putar,positive
Biar pun ngak dapat penumpang Becak tapi kalau di bawah baliho Bapak Ganjar Adem ayem 100% Presiden 2024. https://t.co/MIJnnGlTM4,Biar pun ngak dapat penumpang Becak tapi kalau di bawah baliho Bapak Ganjar Adem ayem Presiden,biar pun ngak dapat penumpang becak tapi kalau di bawah baliho bapak ganjar adem ayem presiden,biar penumpang becak baliho ganjar adem ayem presiden ,ganjar,biar tumpang becak baliho ganjar adem ayem presiden,neutral
@Nikmatul_Sg @ganjarpranowo Luar biasa keluarga pak Ganjar bisa menjadi contoh bagi keluarga2 di Indonesia,Luar biasa keluarga pak Ganjar bisa menjadi contoh bagi keluarga di Indonesia,luar biasa keluarga pak ganjar bisa menjadi contoh bagi keluarga di indonesia,keluarga ganjar contoh keluarga indonesia ,ganjar,keluarga ganjar contoh keluarga indonesia,neutral
"@Prihati_utami Ternyata Ganjar Paling Tegas bisa kita diliat di debat kemarin, pemimpin andalanku dong",Ternyata Ganjar Paling Tegas bisa kita diliat di debat kemarin pemimpin andalanku dong,ternyata ganjar paling tegas bisa kita diliat di debat kemarin pemimpin andalanku dong,ganjar debat kemarin pemimpin andalanku ,ganjar,ganjar debat kemarin pimpin andal,neutral
"@Uki23 @psi_id Dek. Sini balik. Lu gak ada harganya di PSI, lu bukan prioritas. Masa org udah dikasih jabatan uenaak stafus yg kerjanya repos media online dapat nomor urut 1. Lu yg udah mikir keras, totalitas buat psi malah dilepehi. Dek sini aja bareng2 menangin ganjar",Dek Sini balik Lu gak ada harganya di PSI lu bukan prioritas Masa org udah dikasih jabatan uenaak stafus yg kerjanya repos media online dapat nomor urut Lu yg udah mikir keras totalitas buat psi malah dilepehi Dek sini aja bareng menangin ganjar,dek sini balik lu gak ada harganya di psi lu bukan prioritas masa org udah dikasih jabatan uenaak stafus yg kerjanya repos media online dapat nomor urut lu yg udah mikir keras totalitas buat psi malah dilepehi dek sini aja bareng menangin ganjar,dek lu harganya psi lu prioritas orang dikasih jabatan uenaak stafus kerjanya repos media online nomor urut lu mikir keras totalitas psi dilepehi dek bareng menangin ganjar ,ganjar,dek lu harga psi lu prioritas orang kasih jabat uenaak stafus kerja repos media online nomor urut lu mikir keras totalitas psi dilepehi dek bareng menangin ganjar,neutral
@ismailfahmi Keyword yg mengarah ke data sentimen negatif pak ganjar nggak ada --- in line dg data sentimen negatif pak ganjar paling kecil.,Keyword yg mengarah ke data sentimen negatif pak ganjar nggak ada in line dg data sentimen negatif pak ganjar paling kecil,keyword yg mengarah ke data sentimen negatif pak ganjar nggak ada in line dg data sentimen negatif pak ganjar paling kecil,keyword mengarah data sentimen negatif ganjar line data sentimen negatif ganjar ,ganjar,keyword arah data sentimen negatif ganjar line data sentimen negatif ganjar,negative
@ekokuntadhi1 Survei membuktikan bahwa kinerja pak ganjar memang sangat memuaskan,Survei membuktikan bahwa kinerja pak ganjar memang sangat memuaskan,survei membuktikan bahwa kinerja pak ganjar memang sangat memuaskan,survei membuktikan kinerja ganjar memuaskan ,ganjar,survei bukti kerja ganjar muas,positive
@Dennysiregar7 Pak Ganjar emg the best pokoknya,Pak Ganjar emg the best pokoknya,pak ganjar emg the best pokoknya,ganjar the best pokoknya ,ganjar,ganjar the best pokok,positive
"@RadioElshinta @Lisaamartatara6 Sy bkn partisipan dr partai manapun, namun dr dulu sudah brusaha mengamati &amp  menganalisa arah pikiran &amp  gagasan para kandidat, Anis sy rasa dia konsisten dg gagasannya dan penjelasannya lbh komprehensif &amp  dpt diterima dg nalar, utk Ganjar jg cukup ok, 02 ky kekanak²an emosional.",Sy bkn partisipan dr partai manapun namun dr dulu sudah brusaha mengamati amp menganalisa arah pikiran amp gagasan para kandidat Anis sy rasa dia konsisten dg gagasannya dan penjelasannya lbh komprehensif amp dpt diterima dg nalar utk Ganjar jg cukup ok ky kekanak an emosional,sy bkn partisipan dr partai manapun namun dr dulu sudah brusaha mengamati amp menganalisa arah pikiran amp gagasan para kandidat anis sy rasa dia konsisten dg gagasannya dan penjelasannya lbh komprehensif amp dpt diterima dg nalar utk ganjar jg cukup ok ky kekanak an emosional,partisipan partai manapun berusaha mengamati amp menganalisa arah pikiran amp gagasan kandidat anis konsisten gagasannya penjelasannya komprehensif amp diterima nalar ganjar ok kaya kekanak an emosional ,ganjar,partisipan partai mana usaha amat amp menganalisa arah pikir amp gagas kandidat anis konsisten gagas jelas komprehensif amp terima nalar ganjar ok kaya kekanak an emosional,positive
@ganjarpranowo Bangga dengan pak ganjar. Sangat terlihat kemampuannya,Bangga dengan pak ganjar Sangat terlihat kemampuannya,bangga dengan pak ganjar sangat terlihat kemampuannya,bangga ganjar kemampuannya ,ganjar,bangga ganjar mampu,positive
Ganjar Paling Tegas https://t.co/gR42GW1CiL,Ganjar Paling Tegas,ganjar paling tegas,ganjar ,ganjar,ganjar,neutral
@Prihati_utami Untuk masalah ham saya rasa pak Ganjar Paling Tegas dan pak mahfud yg eksekusi,Untuk masalah ham saya rasa pak Ganjar Paling Tegas dan pak mahfud yg eksekusi,untuk masalah ham saya rasa pak ganjar paling tegas dan pak mahfud yg eksekusi,ham ganjar mahfud eksekusi ,ganjar,ham ganjar mahfud eksekusi,neutral
"@KulubLondok @GeiszChalifah Sakti banget counter pulsanya, Anies bisa dapet tema Kerukunan Warga dan Demokrasi, Ganjar bisa dapet tema Layanan Publik dan Korupsi sementara Prabowo dapet Hukum dan HAM.  Yang 2 seperti ikan dalam kolam, yang satunya disambit kriptonyte 🤣🤣🤣",Sakti banget counter pulsanya Anies bisa dapet tema Kerukunan Warga dan Demokrasi Ganjar bisa dapet tema Layanan Publik dan Korupsi sementara Prabowo dapet Hukum dan HAM Yang seperti ikan dalam kolam yang satunya disambit kriptonyte,sakti banget counter pulsanya anies bisa dapet tema kerukunan warga dan demokrasi ganjar bisa dapet tema layanan publik dan korupsi sementara prabowo dapet hukum dan ham yang seperti ikan dalam kolam yang satunya disambit kriptonyte,sakti banget counter pulsanya anies tema kerukunan warga demokrasi ganjar tema layanan publik korupsi prabowo hukum ham ikan kolam satunya disambit kriptonyte ,ganjar,sakti banget counter pulsa anies tema rukun warga demokrasi ganjar tema layan publik korupsi prabowo hukum ham ikan kolam satu sambit kriptonyte,negative
@kiki_daliyo Gagasan punya pak ganjar memang tepat untuk masyarakat Indonesia mantap,Gagasan punya pak ganjar memang tepat untuk masyarakat Indonesia mantap,gagasan punya pak ganjar memang tepat untuk masyarakat indonesia mantap,gagasan ganjar masyarakat indonesia mantap ,ganjar,gagas ganjar masyarakat indonesia mantap,positive
"Meskipun masih ramai #DebatCapres , Milan, Barca, yuk kepoin tentang KTP Sakti Ganjar-Mahfud"".  KTP Sakti: Kartu Tanda Penduduk Satu Kartu Terpadu Indonesia.  Dengan satu KTP Sakti ini rakyat penerima manfaat nanti tidak peru repot-repot dengan berbagai kartu. @ganjarpranowo https://t.co/kqJKRf6oeY""",Meskipun masih ramai Debat Capres Milan Barca yuk kepoin tentang KTP Sakti Ganjar Mahfud KTP Sakti Kartu Tanda Penduduk Satu Kartu Terpadu Indonesia Dengan satu KTP Sakti ini rakyat penerima manfaat nanti tidak peru repot repot dengan berbagai kartu,meskipun masih ramai debat capres milan barca yuk kepoin tentang ktp sakti ganjar mahfud ktp sakti kartu tanda penduduk satu kartu terpadu indonesia dengan satu ktp sakti ini rakyat penerima manfaat nanti tidak peru repot repot dengan berbagai kartu,ramai debat capres milan barca yuk kepo ktp sakti ganjar mahfud ktp sakti kartu tanda penduduk kartu terpadu indonesia ktp sakti rakyat penerima manfaat peru repot repot kartu ,ganjar,ramai debat capres mil barca yuk kepo ktp sakti ganjar mahfud ktp sakti kartu tanda duduk kartu padu indonesia ktp sakti rakyat terima manfaat peru repot repot kartu,negative
@ekokuntadhi1 @hynaaai Masyaallah Suka bgt liat kehangatan keluarga pak Ganjar.,Masyaallah Suka bgt liat kehangatan keluarga pak Ganjar,masyaallah suka bgt liat kehangatan keluarga pak ganjar,masyaallah suka banget lihat kehangatan keluarga ganjar ,ganjar,masyaallah suka banget lihat hangat keluarga ganjar,positive
"Ganjar Pranowo dianggap sebagai pelopor perubahan, yang mampu mengarahkan Indonesia ke arah pembangunan yang berkelanjutan. @naeylea  GanjarPranowo Presiden2024 https://t.co/8Pgu1N95de",Ganjar Pranowo dianggap sebagai pelopor perubahan yang mampu mengarahkan Indonesia ke arah pembangunan yang berkelanjutan Ganjar Pranowo Presiden,ganjar pranowo dianggap sebagai pelopor perubahan yang mampu mengarahkan indonesia ke arah pembangunan yang berkelanjutan ganjar pranowo presiden,ganjar pranowo dianggap pelopor perubahan mengarahkan indonesia arah pembangunan berkelanjutan ganjar pranowo presiden ,ganjar,ganjar pranowo anggap pelopor ubah arah indonesia arah bangun lanjut ganjar pranowo presiden,positive
"@Merdeka2124 Yang saya ingat dari debat dari sisi Prabowo melet melet, Ganjar smile,  Anies wakanda no more Indonesia forever.",Yang saya ingat dari debat dari sisi Prabowo melet melet Ganjar smile Anies wakanda no more Indonesia forever,yang saya ingat dari debat dari sisi prabowo melet melet ganjar smile anies wakanda no more indonesia forever,debat sisi prabowo melet melet ganjar smile anies wakanda no more indonesia forever ,ganjar,debat sisi prabowo melet melet ganjar smile anies wakanda no more indonesia forever,negative
@mak_iyik @bawaslu_RI 🤣aman sj tenang smua takut ama bapak nya🤣,aman sj tenang smua takut ama bapak nya,aman sj tenang smua takut ama bapak nya,aman tenang takut nya ,ganjar,aman tenang takut nya,positive
@Prihati_utami Ganjar Paling Tegas karena gagasan dan komitmennya paling jelas,Ganjar Paling Tegas karena gagasan dan komitmennya paling jelas,ganjar paling tegas karena gagasan dan komitmennya paling jelas,ganjar gagasan komitmennya ,ganjar,ganjar gagas komitmen,neutral
"@Prihati_utami Ganjar Paling Tegas krn nggak perlu berbelit2 beliau saat menjawab, keren poool",Ganjar Paling Tegas krn nggak perlu berbelit beliau saat menjawab keren pol,ganjar paling tegas krn nggak perlu berbelit beliau saat menjawab keren pol,ganjar berbelit beliau keren pol ,ganjar,ganjar belit beliau keren pol,positive
"@KataNadiaaa Pilihan boleh beda ya tapi tidak perlu saling menjatuhkan, tetap fokus dukung pak Ganjar Mahfud untuk Indonesia",Pilihan boleh beda ya tapi tidak perlu saling menjatuhkan tetap fokus dukung pak Ganjar Mahfud untuk Indonesia,pilihan boleh beda ya tapi tidak perlu saling menjatuhkan tetap fokus dukung pak ganjar mahfud untuk indonesia,pilihan beda ya menjatuhkan fokus dukung ganjar mahfud indonesia ,ganjar,pilih beda ya jatuh fokus dukung ganjar mahfud indonesia,neutral
"@ganjarpranowo @mohmahfudmd Semoga terealisasikan dengan sempurna ya pak, kami mendukung Ganjar Mahfud",Semoga terealisasikan dengan sempurna ya pak kami mendukung Ganjar Mahfud,semoga terealisasikan dengan sempurna ya pak kami mendukung ganjar mahfud,semoga terealisasikan sempurna ya mendukung ganjar mahfud ,ganjar,moga realisasi sempurna ya dukung ganjar mahfud,positive
"@Opiniku95098012 Ganjar mantap dan luar biasa. Rakyat ingin gagasan lebih dipertajam lagi, biar makin mantap.",Ganjar mantap dan luar biasa Rakyat ingin gagasan lebih dipertajam lagi biar makin mantap,ganjar mantap dan luar biasa rakyat ingin gagasan lebih dipertajam lagi biar makin mantap,ganjar mantap rakyat gagasan dipertajam biar mantap ,ganjar,ganjar mantap rakyat gagas tajam biar mantap,positive
"@LuckmanhHakim @kurawa Hahhaaa... Anis menjelaskan hasil kerjanya di Jakarta, Ganjar menjelaskan hasil kerjanya di Jawa tengah sementara sang Prosesor menjelaskan hasil kerjanya Jokowi. Mo jd presiden kok ENDROSE 🤣🤣🤣",Hahha Anis menjelaskan hasil kerjanya di Jakarta Ganjar menjelaskan hasil kerjanya di Jawa tengah sementara sang Prosesor menjelaskan hasil kerjanya Jokowi Mo jd presiden kok ENDROSE,hahha anis menjelaskan hasil kerjanya di jakarta ganjar menjelaskan hasil kerjanya di jawa tengah sementara sang prosesor menjelaskan hasil kerjanya jokowi mo jd presiden kok endrose,hahha anis hasil kerjanya jakarta ganjar hasil kerjanya jawa sang prosesor hasil kerjanya jokowi presiden endrose ,ganjar,hahha anis hasil kerja jakarta ganjar hasil kerja jawa sang prosesor hasil kerja jokowi presiden endrose,neutral
@PandamPamungkas @aniesbaswedan @prabowo Sepanjang debat pak Ganjar benar benat tau apa yang harus dijawabnya,Sepanjang debat pak Ganjar benar benat tau apa yang harus dijawabnya,sepanjang debat pak ganjar benar benat tau apa yang harus dijawabnya,debat ganjar benat tau dijawabnya ,ganjar,debat ganjar benat tau jawab,neutral
"@bukan_bapaknya Narasi 'hanya kecurangan yg bisa mengalahkan p.anis' itu udh muncul sejak awal beliau deklarasi pencalonan sih, Bang. Aku udh sering liat komen2 begitu. Jd jauh sblum k3 capres punya cawapres. Pdhl saat itu survey p.anis paling rendah, yg pertama p.ganjar._",Narasi hanya kecurangan yg bisa mengalahkan p anis itu udh muncul sejak awal beliau deklarasi pencalonan sih Bang Aku udh sering liat komen begitu Jd jauh sblum k capres punya cawapres Pdhl saat itu survey p anis paling rendah yg pertama p ganjar,narasi hanya kecurangan yg bisa mengalahkan p anis itu udh muncul sejak awal beliau deklarasi pencalonan sih bang aku udh sering liat komen begitu jd jauh sblum k capres punya cawapres pdhl saat itu survey p anis paling rendah yg pertama p ganjar,narasi kecurangan mengalahkan p anis muncul beliau deklarasi pencalonan sih bang lihat komen capres cawapres survey p anis rendah p ganjar ,ganjar,narasi curang kalah p anis muncul beliau deklarasi calon sih bang lihat komen capres cawapres survey p anis rendah p ganjar,negative
@ganjarpranowo @mohmahfudmd Untuk saat ini emang pak ganjar yg terbaik 🥰,Untuk saat ini emang pak ganjar yg terbaik,untuk saat ini emang pak ganjar yg terbaik,ganjar terbaik ,ganjar,ganjar baik,positive
jokes ku 3 hari ini : ganjar breakdance,jokes ku hari ini ganjar breakdance,jokes ku hari ini ganjar breakdance,jokes ku ganjar breakdance ,ganjar,jokes ku ganjar breakdance,positive
"@great_willchez @kikysaputrii Ganjar lebih mirip moderator? Ya jelas dong, dia kan udah terbiasa jadi penonton aja, ga pernah berani tampil!",Ganjar lebih mirip moderator Ya jelas dong dia kan udah terbiasa jadi penonton aja ga pernah berani tampil,ganjar lebih mirip moderator ya jelas dong dia kan udah terbiasa jadi penonton aja ga pernah berani tampil,ganjar moderator ya terbiasa penonton berani tampil ,ganjar,ganjar moderator ya biasa tonton berani tampil,positive
"@Nikmatul_Sg Selalu setia mendukung Pak Ganjar, berdoa yang terbaik untuk Pak Ganjar sebagai presiden di pemilu tahun depan",Selalu setia mendukung Pak Ganjar berdoa yang terbaik untuk Pak Ganjar sebagai presiden di pemilu tahun depan,selalu setia mendukung pak ganjar berdoa yang terbaik untuk pak ganjar sebagai presiden di pemilu tahun depan,setia mendukung ganjar berdoa terbaik ganjar presiden pemilu ,ganjar,setia dukung ganjar doa baik ganjar presiden milu,positive
Sehat Selalu Pak Ganjar Ma Ibu Atikoh.  Makasih.,Sehat Selalu Pak Ganjar Ma Ibu Atikoh Makasih,sehat selalu pak ganjar ma ibu atikoh makasih,sehat ganjar atikoh terima kasih ,ganjar,sehat ganjar atikoh terima kasih,positive
@Prihati_utami Ganjar Paling Tegas karena memang menguasai masalah di masyarskat dsn bener2 berkomitmen,Ganjar Paling Tegas karena memang menguasai masalah di masyarskat dsn bener berkomitmen,ganjar paling tegas karena memang menguasai masalah di masyarskat dsn bener berkomitmen,ganjar menguasai masyarskat dsn berkomitmen ,ganjar,ganjar kuasa masyarskat dsn komitmen,neutral
Outfit yang digunakan Pak Ganjar dan Pak Mahfud dalam debat Capres Pertama bukan kaleng-kaleng yaa semua memiliki makna. #GanjarMahfudSatset  #paktelur https://t.co/kxfRNbs5Uw,Outfit yang digunakan Pak Ganjar dan Pak Mahfud dalam debat Capres Pertama bukan kaleng kaleng yaa semua memiliki makna Ganjar Mahfud Satset paktelur,outfit yang digunakan pak ganjar dan pak mahfud dalam debat capres pertama bukan kaleng kaleng yaa semua memiliki makna ganjar mahfud satset paktelur,outfit ganjar mahfud debat capres kaleng kaleng ya memiliki makna ganjar mahfud satset paktelur ,ganjar,outfit ganjar mahfud debat capres kaleng kaleng ya milik makna ganjar mahfud satset paktelur,neutral
@ganjarpranowo @mohmahfudmd Semoga niat baik pak ganjar selalu di mudahkan ya 🥰,Semoga niat baik pak ganjar selalu di mudahkan ya,semoga niat baik pak ganjar selalu di mudahkan ya,semoga niat ganjar mudahkan ya ,ganjar,moga niat ganjar mudah ya,neutral
@kiki_daliyo Dari liat debatnya ganjar yang paling lugas dan tegas memaparkan visi misinya,Dari liat debatnya ganjar yang paling lugas dan tegas memaparkan visi misinya,dari liat debatnya ganjar yang paling lugas dan tegas memaparkan visi misinya,lihat debatnya ganjar lugas memaparkan visi misinya ,ganjar,lihat debat ganjar lugas papar visi misi,neutral
@alrian_p @Dennysiregar7 Ganjar bukanya lebih banyak ngomong diri dia sendiri ya,Ganjar bukanya lebih banyak ngomong diri dia sendiri ya,ganjar bukanya lebih banyak ngomong diri dia sendiri ya,ganjar bukanya mengomong ya ,ganjar,ganjar buka omong ya,neutral
Outfit yang digunakan Pak Ganjar dan Pak Mahfud dalam debat Capres Pertama bukan kaleng-kaleng yaa semua memiliki makna. #GanjarMahfudSatset  #paktelur https://t.co/SBwuTA9nwG,Outfit yang digunakan Pak Ganjar dan Pak Mahfud dalam debat Capres Pertama bukan kaleng kaleng yaa semua memiliki makna Ganjar Mahfud Satset paktelur,outfit yang digunakan pak ganjar dan pak mahfud dalam debat capres pertama bukan kaleng kaleng yaa semua memiliki makna ganjar mahfud satset paktelur,outfit ganjar mahfud debat capres kaleng kaleng ya memiliki makna ganjar mahfud satset paktelur ,ganjar,outfit ganjar mahfud debat capres kaleng kaleng ya milik makna ganjar mahfud satset paktelur,neutral
